book_name,chapter,chapter_summary
Bilangan,17,"**Tema utama:** Pengwibawaan dan tanda-tanda sungut-sungut

**Konteks:** pasal Alkitab ini membahas tentang bagaimana Musa memberikan tanda-tanda kepada orang Israel, termasuk tongkat Harun sebagai tanda bagi orang durhaka."
Bilangan,18,"**Tema utama:** Pengelolaan dan tanggung jawab terhadap tempat kudus

**Konteks:** pasal Alkitab yang disorot tentang tanggung jawab dan perilaku yang harus dilakukan oleh orang-orang Israel, terutama imam Harun."
Bilangan,19,Tema utama dari pasal Alkitab tersebut adalah tentang ritual penghapusan dosa dan pengobatan orang yang telah mentahani. Konteksnya terkait dengan hukum dan pengorangan yang diberikan oleh TUHAN kepada orang-orang di Israel.
Bilangan,20,"**Tema utama:** Pengeluaran air dan keselamatan orang Israel di Kadesh.

**Konteks:** pasal ini menunjukkan bahwa orang Israel berusaha bertahan hidup di Kadesh meskipun mereka kekurangan air. Mereka menghadapi ancaman dari ilman dan harus memenuhi kebutuhan mereka dengan yang terbatas."
Bilangan,21,"**Tema utama:** Peng consiguientean peristiwa dalam Alkitab terhadap peristiwa selanjutnya

**Konteks:**

1. Perjalanan Israel dari Atarim ke Horma.
2. Perjanjian Allah dengan Musa tentang ular-ular tedung.
3. Perjanjian Allah dengan Musa tentang pembuatan air dan keselamatan bangsa Israel.
4. Perjalanan orang Israel dari Obot ke Beer.
5. Perjanjian Allah dengan Musa tentang pengumpulan air di Beer."
Bilangan,22,"**Tema utama:** Pengambilan keputusan dan perilaku manusia

**Konteks:**
* Pengambilan keputusan dan perilaku manusia dapat mempengaruhi fate dan kehidupan mereka.
* Orang-orang yang bertindak dengan baik dapat memperoleh manfaat dan penghargaan, sedangkan orang-orang yang bertindak dengan buruk dapat mengalami hukuman.
* Pertimbangan dan refleksi dapat membantu kita untuk memahami perilaku dan mengambil keputusan yang tepat."
Bilangan,23,"**Tema utama:** Pengikutan dan penyamakan Allah

**Konteks:** pasal ini membahas tentang dua orang, Bileam dan Balak, yang berusaha mencapai keselamatan dan pengikutan kepada Allah."
Bilangan,24,"1. Alkitab menunjukkan bahwa Allah menghadapkan Mukanya ke arah padang gurun ketika melihat Bileam.
2. Alkitab menunjukkan bahwa Allah menghinggapi orang Israel dengan suara yang teraukas.
3. Alkitab menunjukkan bahwa Allah menciptakan air di dalam dan di luar, serta menanamkan tanaman di berbagai tempat."
Bilangan,25,"**Tema utama:** Kejadian dan Perjanjian

**Konteks:** pasal ini membahas tentang peristiwa-peristiwa penting dalam sejarah Israel, termasuk hubungan antara Israel dan Midian, serta tindakan-tindakan yang diambil oleh Musa untuk menyelamatkan orang-orang Israel."
Bilangan,26,"**Tema utama:** Pengdivisi tanah di antara suku-suku Israel

**Konteks:** pasal ini membahas tentang pengdivisi tanah di antara suku-suku Israel berdasarkan jumlah dan jenis orang yang berumur dua puluh tahun ke atas."
Bilangan,27,"**Tema utama:** Penghapusan nama ayah dari kaum Manasye bin Yusuf

**Konteks:** pasal ini membahas tentang hukum yang diterapkan pada orang-orang yang tidak memiliki anak laki-laki, dan bagaimana mereka harus dihapus dari tengah-tengah kaumnya."
Bilangan,28,Tema utama dari pasal Alkitab ini adalah tentang ritual sacrifice dan penangangan. Konteksnya terkait dengan perintah-perintah Allah untuk orang-orang Israel untuk mempersembahkan korban bakaran dan korban sajian sebagai bentuk pengujudan kesejahteraan dan keselamatan mereka kepada Allah.
Bilangan,29,"**Tema utama:** Pengorbanan dan penangkuhan dalam Alkitab

**Konteks:** Pengorbanan merupakan tindakan yang dilakukan oleh orang-orang untuk menunjukkan kesejahteraan, penghargaan, dan pengakuan kepada Tuhan. Dalam Alkitab, terdapat banyak contoh tentang orang-orang yang melakukan pengorbanan, termasuk Abraham, Isaac, dan Jesus."
Bilangan,30,"**Tema utama:** Nazar dan janji dalam Alkitab

**Konteks:** pasal ini membahas tentang nazar dan janji yang berlaku atau tidak berdasarkan perilaku dan ucapan orang lain."
Bilangan,31,"**Tema utama:** Pengakui dan menindaklanjut pesan TUHAN terhadap bangsa Israel.

**Konteks:**
* Perintah TUHAN kepada Musa untuk menjembatani orang Israel kepada Midian.
* Perintah TUHAN kepada Musa untuk menjembatani pasukan Israel untuk berperang melawan Midian.
* Perintah TUHAN kepada para prajurit untuk membunuh semua orang muda dan perempuan yang pernah bersetubuh dengan laki-laki."
Bilangan,32,"**Tema utama:** Pengambilan keputusan dan perilaku yang dilakukan oleh orang-orang Israel di tanah Kanaan.

**Konteks:** pasal ini membahas tentang keputusan-kebijakan penting yang dibuat oleh orang-orang Israel di tanah Kanaan, termasuk pengambilan keputusan tentang tempat untuk tinggal, perencanaan makanan, dan perilaku yang akan dilakukan."
Bilangan,33,"**Tema utama:** Pengexplorasi perjalanan orang Israel setelah keluar dari tanah Mesir.

**Konteks:** pasal ini membahas tentang perjalanan orang-orang Israel dari Rameses ke Elim, serta perjalanan Musa dan Harun dari Har-Syafer ke Kadesh."
Bilangan,34,"**Tema utama:** Pengdefisi batas tanah Kanaan

**Konteks:** pasal ini membahas tentang batas-batas tanah Kanaan yang diberikan oleh TUHAN kepada orang-orang Israel di tanah Kanaan."
Bilangan,35,"Tema utama pasal Alkitab ini adalah tentang tanggung jawab dan hak-hak orang Israel terhadap tanah dan kota-kota mereka. Konteksnya melibatkan orang-orang Israel yang akan menerima kota-kota sebagai hadiah dari Allah, dan tanggung jawab mereka untuk memberikannya kepada orang lain."
Bilangan,36,"1. Mendekatlah kepala-kepala puak dari kaum bani Gilead bin Makhir bin Manasye dan berbicara di depan Musa dan pemimpin-pemimpin, kepala-kepala suku orang Israel.


2. Kata mereka tentang memberikan tanah dan milik pusaka Zelafehad kepada anak-anak perempuan.


3. Permintaan dan peraturan yang diperintahkan TUHAN kepada orang Israel tentang kawin anak-anak perempuan Zelafehad dengan anak-anak lelaki dari pihak saudara-saudara ayah mereka."
Daniel,1,"**Tema utama:** Pengkehidupan dan tugas para tokoh dalam istana raja

**Konteks:** pasal ini membahas tentang kehidupan dan tugas para tokoh penting dalam istana raja, seperti Daniel, Hananya, Misael, dan Azarya."
Daniel,2,"**Tema utama:** Pengkehidupan dan tugas para Kasdim

**Konteks:** pasal ini membahas tentang mimpi yang diterima oleh para Kasdim, dan bagaimana mereka berusaha untuk menyampaikan makna dari mimpi tersebut kepada raja."
Daniel,3,"**Tema utama:** Pengkekuatan dan pemujaan Allah terhadap tiga orang suci (Sadrakh, Mesakh dan Abednego)

**Konteks:**
* Raja Nebukadnezar ingin mempersorotkan tiga orang suci (Sadrakh, Mesakh dan Abednego) untuk menyembah patung emasnya.
* Mereka dipamakkan untuk menyembah patung, tetapi mereka menolak dan menjebakkannya di dalam perapian yang menyala-nyala.
* Mereka tersekut dari api oleh Raja Nebukadnezar dan jatuh ke dalam perapian yang menyala-nyala."
Daniel,4,"**Tema utama:** Pengkekuasaan Allah terhadap kerajaan manusia

**Konteks:** pasal ini membahas tentang mimpi yang diterima oleh Raja Nebukadnezar dari Allah, yang berisi makna dan makna mimpi tersebut."
Daniel,5,"**Tema utama:** Pengkekuatan Allah terhadap Raja Belsyazar

**Konteks:** pasal ini membahas tentang perjamuan yang dilakukan Raja Belsyazar untuk para pembesarnya, termasuk perkakas dari emas dan perak yang diambil dari Bait Suci di Yerusalem. Selain itu, terdapat juga makna perkataan yang disampaikan oleh Daniel kepada Raja Belsyazar."
Daniel,6,"**Tema utama:** Pengkanangan dan penangkapan Daniel oleh raja Darius.

**Konteks:**
* Perjalanan Daniel ke Jerusalem.
* Perjanjian Allah dengan raja Darius.
* Peraların penangkapan Daniel oleh raja Darius."
Daniel,7,"Tema utama pasal Alkitab ini adalah tentang tentang pengalaman seorang tokoh bernama Daniel di dalam mimpi. Konteksnya adalah tentang pengalaman penantiannya di tempat tersembunyi, di mana dia menerima penglihatan-penglihatan dari Allah."
Daniel,8,"Tema utama dari pasal Alkitab ini adalah tentang penglihatan tentang akhir masa dan akhir zaman. Konteksnya adalah tentang peristiwa-peristiwa yang terjadi di dalam sejarah, termasuk pengangkatan, penangkapan, dan penyamak."
Daniel,9,"**Tema utama:** Pengeluaran dosa dan kesalahan

**Konteks:** pasal Alkitab yang disorotkan tentang pengalaman Daniel di Yerusalem, di mana dia menghadapi hukuman karena dosa dan kesalahannya."
Daniel,10,"**Tema utama:** Pengkejadian dan kekuatan dalam kehidupan

**Konteks:** pasal ini membahas tentang pengalaman seorang Daniel di bawah pengaruh firman dari orang Persia, serta bagaimana kekuatan dan ketakutannya mempengaruhi hidupnya."
Daniel,11,"1. Sebuah tunas yang seakar dengan puteri raja negeri Selatan akan menggantikan orang itu dan bergerak maju melawan tentara raja negeri Utara.
2. Beberapa tahun kemudian, puteri raja negeri Selatan akan kembali dan akan menjadi lebih kuat dari padanya, sehingga kekuasaannya akan menjadi kekuasaan yang besar.
3. Sebuah tunas yang seakar dengan puteri itu menggantikan orang itu dan bergerak maju melawan tentara raja negeri Utara, yang telah mengerahkan sejumlah tentara besar, dan dengan banyak perlengkapan perang."
Daniel,12,"**Tema utama:** Penghagiaan dan pencerahan di akhir zaman

**Konteks:** pasal ini membahas tentang harapan dan semangat yang akan menjadi kekuatan bagi orang-orang di akhir zaman, meskipun ada tantangan dan kesibukan yang akan mereka temukan."
Efesus,1,"1. Pengkehidupan Kristus Yesus menjadi sasaran keahlian Allah untuk mengaruniakan orang-orang.
2. Allah memberikan kasih karunia dan damai sejahtera bagi semua orang yang percaya pada Jesus Kristus.
3. Allah memilih kita sebelum dunia menjadi anak-anak-Nya, sesuai dengan kerelaan kehendak-Nya.
4. Allah telah memilih kita sebelum dunia dijadikan, supaya kita tidak terjerumus oleh kekuatan dunia.
5. Allah telah menentukan kita dari semula oleh Jesus Kristus untuk menjadi anak-anak-Nya."
Efesus,2,"**Tema utama:** Pengorikan diri pada Allah dan hubungan kita dengan Allah.

**Konteks:** pasal ini membahas tentang kehidupan kita sebelum dan setelah kita bertemu dengan Allah melalui Jesus Kristus."
Efesus,3,"**Tema utama:** Pengkarya kasih karunia Allah

**Konteks:** pasal ini membahas tentang makna dan peran Allah dalam kehidupan manusia, serta tentang kepedulian dan tanggung jawab mereka terhadap satu sama lain."
Efesus,4,"**Tema utama:** Kehidupan dan kasih sayang dalam Islam

**Konteks:** pasal ini membahas tentang perilaku dan sikap yang perlu dilakukan oleh manusia untuk mencapai kesatuan dengan Allah."
Efesus,5,"Tema utama dari pasal Alkitab ini adalah tentang hubungan antara Allah dan manusia. Konteksnya membahas tentang pencerahan, keselamatan, dan hubungan yang kuat antara orang-orang dengan Tuhan."
Efesus,6,"**Tema utama:** Pengorikan pada perilaku dan tindakan yang dilakukan oleh orang-orang dalam Alkitab untuk mencapai tujuan dan keselamatan.

**Konteks:** pasal ini membahas tentang perilaku dan tindakan yang dilakukan oleh orang-orang dalam Alkitab untuk mencapai tujuan dan keselamatan."
Ester,1,"**Tema utama:** Pengkanangan kekayaan dan keindahan alam di Ahasyweros.

**Konteks:** pasal ini membahas tentang aturan minum dan perilaku yang diterapkan di Ahasyweros, termasuk ritual-ritual yang dilakukan untuk memastikan kelangsungan kekayaan dan keamanan."
Ester,2,"Tema utama dari pasal Alkitab ini adalah tentang tentang bagaimana Ester, anak saudara ayahnya Mordekhai, diadi dan diterima oleh Raja Ahasyweros. Konteksnya adalah tentang peristiwa-peristiwa yang terjadi sebelum dan setelah Ester diterima oleh Raja Ahasyweros."
Ester,3,"1. Sesudah peristiwa-peristiwa, Haman bin Hamedata dikarunia kebesaran oleh raja Ahasyweros.
2. Semua pegawai raja yang di pintu gerbang istana raja sujud kepada Haman, sedangkan Mordekhai tidak sujud.
3. Para pegawai raja yang di pintu gerbang istana raja berkata kepada Mordekhai: ""Mengapa engkau melanggar perintah raja?""
4. Haman melihat bahwa Mordekhai tidak berlutut dan sujud kepadanya, maka sangat panaslah hati Haman.
5. Haman mencari ikhtiar memunahkan semua orang Yahudi, termasuk bangsa Mordekhai, di seluruh kerajaan Ahasyweros."
Ester,4,"**Tema utama:** Pengkejadian dan hukuman bagi orang Yahudi di dalam istana raja.

**Konteks:** pasal ini membahas tentang bagaimana hukuman yang diterapkan kepada orang Yahudi di dalam istana raja, termasuk hukuman mati dan pembanasaan."
Ester,5,"**Tema utama:** Pengnuansa dan perilaku Haman dalam perjamuan dengan Ester.

**Konteks:**
* Ester adalah seorang ratu yang bertanggung jawab untuk mengatur perjamuan dengan raja.
* Haman adalah seorang tokoh yang berusaha untuk menghakimi Ester.
* Perjamuan ini melibatkan tindakan dan kata-kata yang menunjukkan kekuatan dan kelemahan antara Ester dan Haman."
Ester,6,"**Tema utama:** Pengnuansa tentang sejarah dan kekecekan

**Konteks:** pasal Alkitab yang disorotkan tentang Raja Ahasyweros, Mordekhai, dan Haman."
Ester,7,"Tema utama dari pasal Alkitab ini adalah tentang tindakan dan perilaku dari Haman, raja yang membunuh Ester. Konteksnya terkait dengan cerita tentang penjafan Ester dan penganiaya dan musuh yang ingin mendapatkan kasih raja."
Ester,8,"**Tema utama:** Pengambilan keputusan dan tindakan terhadap orang Yahudi.

**Konteks:** pasal ini membahas tentang bagaimana raja Ahasyweros mengambil keputusan untuk mengejar rancangan Haman bin Hamedata, orang Agag itu, serta rancangan lainnya yang akan mempengaruhi orang Yahudi di seluruh negara."
Ester,9,"**Tema utama:** Kejadian Purim dan simbolitasnya bagi orang Yahudi

**Konteks:** pasal Alkitab yang disorotkan tentang peristiwa Purim, di mana orang Yahudi diwarisi oleh Haman bin Hamedata dan kemudian terbunuh oleh para curah."
Ester,10,"**Tema utama:** Pengramalan tentang Raja Ahasyweros dan Mordekhai

**Konteks:**

1. Pengramalan tentang upeti dan kebijakan raja Ahasyweros terhadap negeri dan daerah pesisir.
2. Perita dan tindakan Mordekhai yang hebat serta pemberitaan yang seksama tentang kebesaran yang dikaruniakan kepada Raja Ahasyweros.
3. Biografi Mordekhai sebagai orang kedua di bawah Raja Ahasyweros dan hubungannya dengan banyak sanak saudaranya."
Ezra,1,Tema utama pasal Alkitab ini adalah tentang perintah Raja Koresh untuk membangun rumah bagi Allah di Yerusalem. Konteksnya adalah tentang pengangguhan orang-orang untuk membangun rumah bagi Allah di tanah Israel.
Ezra,2,"**Tema utama:** Pengmigrationsasi orang-orang propinsi Yehuda dari Babel ke Yerusalem

**Konteks:**
* Pengmigrationsasi orang-orang propinsi Yehuda dari Babel ke Yerusalem merupakan peristiwa penting dalam sejarah Israel.
* Pengmigrationsasi ini menunjukkan kemampuan orang-orang untuk bertahan dan membangun kehidupan mereka di tempat baru.
* Event ini juga menunjukkan kekuatan dan kekuatan Allah dalam melindungi dan melindungi orang-orang yang berbisik."
Ezra,3,"1. Pengconstruction mezbah Allah Israel dilakukan oleh para imam, para saudara-saudaranya, dan Zerubabel bin Sealtiel beserta saudara-saudaranya untuk mempersembahkan korban bakaran di atas mezbah.


2. Pengconstruction mezbah Allah Israel bertujuan untuk mempersiapkan korban bakaran untuk TUHAN, dan setiap hari, orang mempersembahkan persembahan sukarela kepada TUHAN.


3. Pengconstruction mezbah Allah Israel dilakukan dengan tujuan untuk mempersiapkan tempat bagi orang-orang untuk melakukan pekerjaan yang dilakukan oleh TUHAN."
Ezra,4,"1. Orang-orang yang pulang dari pembuangan itu membangun bait suci untuk TUHAN, Allah Israel.
2. Zerubabel, Yesua dan para kepala kaum keluarga orang Israel membangun rumah bagi Allah mereka.
3. Orang-orang Yehuda dan Benyamin menunda membangun rumah bagi Allah mereka karena mereka merasa terjebak dalam perang."
Ezra,5,"**Tema utama:** Perkembangan rumah Allah di Yerusalem

**Konteks:** pasal ini membahas tentang perkembangan rumah Allah di Yerusalem selama beberapa periode, termasuk pendiriannya oleh nabi-nabi Allah, pembangunan oleh Zerubabel dan Yesua, dan akhirnya oleh raja Darius."
Ezra,6,Tema utama dari pasal Alkitab tersebut adalah tentang perintah raja Darius untuk membangun rumah Allah di Yerusalem. Konteksnya adalah tentang perintah yang dikeluarkan oleh raja Darius untuk membangun rumah Allah di tempat naskah-naskah di Babel.
Ezra,7,"1. Ezra bin Seraya bin Azarya bin Hilkia berangkat dari Babel untuk meneliti Taurat TUHAN.
2. Ezra membawa perak dan emas sebagai persembahan sukarela kepada Allah Israel.
3. Ezra memberikan perintah kepada pemimpin-pemimpin dan hakim untuk menghakimi seluruh rakyat di daerah seberang sungai Efrat."
Ezra,8,"**Tema utama:** Pengkehidupan dan peran kaum keluarga dalam masyarakat Israel

**Konteks:** pasal ini membahas tentang perjalanan dan peran kaum keluarga dalam masyarakat Israel di zaman pemerintahan raja Artahsasta."
Ezra,9,"**Tema utama:** Kejahatan dan Kesalahan dalam Perjalanan Alkitab

**Konteks:** pasal ini membahas tentang perilaku dan tindakan orang-orang Israel yang melanggar perintah Allah dan menyebabkan kejahatan bagi diri mereka dan negara mereka."
Ezra,10,"**Tema utama:** Pengeluaran perempuan asing oleh para pemimpin Israel.

**Konteks:** pasal ini membahas tentang tindakan-tindakan yang dilakukan oleh para pemimpin Israel terhadap perempuan asing yang diperistri."
Filemon,1,"**Tema utama:** Kehidupan dan peran Jesus Kristus dalam hidup manusia.

**Konteks:** pasal ini membahas tentang kasih dan karunia yang diterima oleh Jesus Kristus, serta perannya dalam kehidupan manusia."
Filipi,1,"**Tema utama:** Kehidupan dan peran Jesus Kristus dalam hidup manusia.

**Konteks:** pasal ini membahas tentang kepercayaan pada Jesus Kristus sebagai solusi bagi kehidupan dan keselamatan."
Filipi,2,"**Tema utama:** Kehidupan dan pelayanan Kristus

**Konteks:** pasal ini membahas tentang mourir dan kembali hidup di dalam Christos, serta bagaimana orang-orang dapat memperoleh kekuatan dan keselamatan melalui nama-nama Jesus."
Filipi,3,"**Tema utama:** Pengaruh kepercayaan pada hal-hal lahiriah terhadap kehidupan seseorang.

**Konteks:** pasal ini membahas tentang orang-orang yang berfikiran dan berusaha untuk mencapai kebangkitan melalui kepercayaan pada Allah."
Filipi,4,"1. Pengkuasa-ku yang kukasihi dan kurindukan berdirilah dengan teguh di dalam Tuhan.
2. Euodia dan Sintikhe menunjukkan sikap yang tepat dan suci.
3. Kuminta kepadamu kepada Allah menunjukkan kesejahteraan dan kasih sayang.
4. Bersukacitalah senantiasa dalam Tuhan, menunjukkan sikap yang teratur dan terampil.
5. Allah sudah dekat dan menuntut ucapan syukur.
6. Jangan kuatir tentang apa pun, tetapi nyatakan keinginanmu kepada Allah.
7. Damai sejahtera Allah, menunjukkan kasih dan kesejahteraan.
8. Semua yang benar dan mulia, didengar dan diwariskan oleh Allah.
9. Allah menyertai kita dengan kekuatan dan semangat.
10. Kemanusiaan dan perhatian yang kita miliki, adalah bukti dari kekuatan Allah.
11. Aku telah belajar dan menerima apa yang telah saya dengar dan lihat padaku.
12. Kehidupan kita penuh dengan rahasia dan kelimpahan, namun Allah selalu mencintai kita.
13. Aku tahu kekuatan dan kemampanan yang ada di dalam diriku.
14. Namun, aku telah mengambil bagian dalam kesusahanku dan telah menerima manfaatnya.
15. Aku telah menerima semua yang perlu dari Allah, termasuk kasih dan keselamatan.
16. Aku berkelimpahan karena aku telah menerima kiriman yang harum.
17. Allah akan memenuhi semua kebutuhan kita, termasuk yang kita kaji.
18. Aku telah menerima semua yang perlu dari Allah, termasuk kasih dan keselamatan.
19. Allah akan memenuhi segala kebutuhan kita menurut kekayaan dan kemuliaan-Nya.
20. Berikan salamku kepada Allah dan Bapa kita.
21. Salam kepadamu dari saudara-saudara, yang bersama-sama dengan aku.
22. Salam kepadamu dari segala orang kudus, khususnya dari mereka yang di istana Kaisar.
23. Kasih karunia Tuhan menyertai rohmu!"
Galatia,1,"**Tema utama:** Pengkategorian Injil Kristal

**Konteks:** pasal ini membahas tentang Injil Kristal dan bagaimana ia diwarisi dan diwariskan dari orang lain."
Galatia,2,Tema utama dari pasal Alkitab ini adalah tentang tentang kepercayaan dan iman dalam hidup. Konteksnya membahas tentang orang-orang yang dianggap terpandang dan bagaimana mereka diwarisi oleh Allah.
Galatia,3,"1. Hai orang-orang Galatia yang bodoh, siapa yang telah mempesona kamu?
2. Hanya ini yang hendak kuketahui dari pada kamu: Adakah kamu telah menerima Roh karena melakukan hukum Taurat atau karena percaya kepada pemberitaan Injil?
3. Adakah kamu sebodoh itu? Kamu telah mulai dengan Roh, maukah kamu sekarang mengakhirinya di dalam daging?"
Galatia,4,"**Tema utama:** Kehidupan dan peran anak-anak dalam Islam.

**Konteks:** pasal ini membahas tentang pentingnya anak-anak dalam Islam dan bagaimana mereka dapat memperoleh kejayaan dan keselamatan di mata Allah."
Galatia,5,"1. Kristus telah memberi kekuatan dan keselamatan kepada orang-orang yang menyunatkan diri mereka.
2. Sesungguhnya, Allah tidak akan menyerah pada orang-orang yang menyunatkan diri mereka.
3. Semua hukum Taurat tercantum dalam satu firman, yaitu ""Kasihilah sesamamu manusia seperti dirimu sendiri!"".
4. Orang-orang yang hidup di luar kasih karunia dan mengharapkan kebenaran oleh hukum Taurat akan menanggung hukuman.
5. Allah menantikan kebenaran yang kita harapkan, dan itu dilakukan melalui kasih.
6. Allah hanya menyerahkan kebenaran yang bekerja dengan kasih.
7. Siapakah yang menghalangi kebenaran lagi, adalah orang-orang yang berusaha untuk membantai diri mereka dari kebenaran.
8. Jangan menurutinya lagi, karena itu bukan datang dari Dia.
9. Semua makanan yang terparuk telah terkhamirkan.
10. Allah yakin tentang kita, dan kita tidak memiliki pendirian lain dari pendirian ini.
11. Salib bukan batu sandungan, tetapi representasi dari pendirian kita.
12. Jangan membinasakan dirimu, karena itu bukan yang benar.
13. Jangan mempergunakan kemerdekaan kita sebagai kesempatan untuk kehidupan dosa.
14. Semua hukum Taurat tercantum dalam satu firman, yaitu: ""Kasihilah sesamamu manusia seperti dirimu sendiri!"".
15. Jangan saling menggigit dan menelan, karena itu akan menyebabkan kita saling membinasakan.
16. Maksudku ialah hiduplah oleh Roh, maka kamu tidak akan menuruti keinginan daging.
17. Perbuatan daging telah nyata, yaitu: percabulan, kecemaran, hawa nafsu,
18. Akan tetapi jikalau kamu memberi dirimu dipimpin oleh Roh, maka kamu tidak hidup di bawah hukum Taurat.
19. Perbuatan daging telah nyata, yaitu: percabulan, kecemaran, hawa nafsu,
20. penyembahan berhala, sihir, perseteruan, perselisihan, iri hati, amarah, kepentingan diri sendiri, percideraan, roh pemecah,
21. Kedengkian, kemabukan, pesta pora dan sebagainya. Terhadap semuanya itu kuperingatkan kamu--seperti yang telah kubuat dahulu--bahwa barangsiapa melakukan hal-hal yang demikian, ia tidak akan mendapat bagian dalam Kerajaan Allah.
22. Namun, buah Roh ialah: kasih, sukacita, damai sejahtera, kesabaran, kemurahan, kebaikan, kesetiaan,
23. Kelemahlembutan, penguasaan diri. Tidak ada hukum yang menentang hal-hal itu.
24. Barangsiapa menjadi milik Kristus Yesus, ia telah menyalibkan daging dengan segala hawa nafsu dan keinginannya.
25. Jikalau kita hidup oleh Roh, baiklah hidup kita juga dipimpin oleh Roh.
26. Janganlah kita gila hormat, janganlah kita saling menantang dan saling mendengki."
Galatia,6,"1. Pelanggaran adalah tindakan yang menyebabkan orang melakukan pelanggaran.
2. Penyalakan beban adalah tugas yang diberikan kepada orang untuk memenuhi hukum.
3. Padahal suatu tindakan berarti, itu bukan yang sebenarnya.
4. Setiap orang harus menilai diri sendiri dan tidak melihat keadaan orang lain.
5. Setiap orang akan menerima pengajaran yang diberikan.
6. Allah menerima pengajaran yang diberikan.
7. Allah tidak membagi apa yang telah ditabur.
8. Barangsiapa yang menabur dalam dagingnya akan menuai kebinasaan dari dagingnya.
9. Kita harus selalu berbuat baik, tetapi bukan saat sudah waktunya.
10. Kita harus berbuat baik kepada semua orang, tetapi terutama kepada kawan-kawan kita.
11. Huruf-huruf yang kutulis kepadamu dengan tanganku sendiri memiliki makna yang lebih besar.
12. Mereka yang berusaha memaksa kamu untuk bersunat, hanya dengan maksud untuk mencegah kamu dianiaya.
13. Mereka yang menyunatkan dirinyapun tidak memelihara hukum Taurat.
14. Aku sekali-kali tidak mau bermegah, karena dunia telah disalibkan bagiku.
15. Bersunat atau tidak bersunat, artinya sama, tetapi menjadi ciptaan baru.
16. Semua orang yang memberi dirinya dipimpin oleh patokan ini turunlah kiranya damai sejahtera dan rahmat atas mereka dan atas Israel milik Allah.
17. Tidak ada orang yang menyusahkan kita, karena pada tubuhku ada tanda-tanda milik Yesus.
18. Kami saudara-saudara, dan kasih karunia Tuhan kita Yesus Kristus menyertai Roh kita."
Habakuk,1,"1. Penglihatan nabi Habakuk berisi pesan tentang penindasan dan keadilan.
2. Bekerapan tentang hukum kehilangan kekuatan dan keadilan muncul di dalam pengorot.
3. Pengalaman Engkau menunjukkan bahwa keadilan dan keluhuran berasal dari padanya sendiri."
Habakuk,2,"**Tema utama:** Pengelolaan kepercayaan dan perilaku manusia.

**Konteks:** pasal ini membahas tentang kepercayaan dan perilaku manusia, dan bagaimana mereka mempengaruhi perilaku dan tindakan seseorang."
Habakuk,3,"1. Doa nabi Habakuk menyatakan bahwa Allah datang dari negeri Teman dan Yang Mahakudus dari pegunungan Paran.
2. TUHAN, melalui sentuhan-sentuhan, menyatakan bahwa hidup dan kematian adalah bagian dari lintasan tahun.
3. Engkau menunjukkan kekuatan dan kekekalan Allah dengan menunda waktu dan menunda peristiwa-peristiwa."
Hagai,1,"**Tema utama:** Pengkehidupan manusia dan hubungan dengan Allah

**Konteks:** pasal ini membahas tentang pesan-pesan dari Allah kepada bangsa Israel tentang membangun kembali rumah mereka dan menjabatkan pekerjaan-pekerjaan yang terkait dengan itu."
Hagai,2,"Tema utama pasal Alkitab ini adalah tentang tanda-tanda dan makna dari firman-firman TUHAN. Konteksnya terkait dengan peristiwa-peristiwa dalam sejarah, terutama tentang penangkatan dan pengorangan bangsa-bangsa."
Hakim-Hakim,1,"**Tema utama:** Pengambilan keputusan dan tindakan yang dilakukan oleh orang-orang dalam Alkitab.

**Konteks:** pasal ini membahas tentang perjalanan dan tindakan orang-orang dalam Alkitab, terutama tentang keputusan dan tindakan yang diambil mereka untuk mencapai tujuan mereka."
Hakim-Hakim,2,Tema utama dari pasal Alkitab ini adalah tentang perilaku dan tindakan orang-orang Israel terhadap TUHAN. Konteksnya adalah tentang perjanjian dan perilaku yang dilakukan oleh orang-orang Israel terhadap TUHAN.
Hakim-Hakim,3,"**Tema utama:** Pengobatan orang Israel untuk mencobai orang lain

**Konteks:** pasal ini membahas tentang perjalanan orang-orang Israel untuk mencobai orang lain dengan perantaraan mereka, terutama orang-orang Israel yang tidak mengenal perang Kanaan."
Hakim-Hakim,4,"Tema utama dari pasal Alkitab ini adalah tentang peristiwa-peristiwa tentang perjalanan Sisera dan Barak di Israel. Konteksnya meliputi peristiwa-peristiwa tentang pengangkuhan orang Israel oleh Yabin, Raja Kanaan, serta peristiwa-peristiwa tentang perjalanan Sisera dan Barak ke Kedesh."
Hakim-Hakim,5,"**Tema utama:** Pengkekuatan dan kekecekan Allah terhadap bangsa Israel.

**Konteks:** pasal ini membahas tentang peristiwa-peristiwa penting di dalam sejarah Israel, di mana Allah menunjukkan kekuatan dan kekecekannya terhadap bangsa Israel."
Hakim-Hakim,6,"**Tema utama:** Pengeluaran makanan dan pembanjir oleh orang Midian terhadap orang Israel

**Konteks:**
* Perjanjian antara TUHAN dan orang Israel.
* Orang Midian memanfaatkan kesempatan untuk melakukan pembanjir terhadap orang Israel.
* TUHAN menyerahkan orang Israel kepada orang Midian sebagai pedoman untuk perilaku yang sah."
Hakim-Hakim,7,"**Tema utama:** Pengakui dan menerima panggilan Tuhan

**Konteks:**
* Perjalanan orang Midian ke Israel.
* Perjanjian antara Gideon dan TUHAN tentang pengakui dan menerima panggilan.
* Pengakui dan menerima panggilan Tuhan sebagai bukti keselamatan."
